收书日期,印次出版日期,库区,书名,印次,单价,实收数量,码洋
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 三年级下册 北师大版 四川专版,1-1,10.7,3000,32100
3/20/2018,12/6/2017,SS,送审 福建专版 初中同步测控优化设计 生物 八年级下册 北师大版（第2版）,2-2,9.4,81000,761400
3/20/2018,12/25/2017,SS,送审河南 课堂精练 数学 五年级下册 北师大版 双色,1-4,10.67,37000,394790
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 三年级下册 北师大版 四川专版,1-1,10.7,1000,10700
3/20/2018,1/3/2018,SS,送审 初中总复习优化设计 数学 北师大版 （第6版）,6-1,17.4,10500,182700
3/20/2018,12/6/2017,SS,送审 福建专版 初中同步测控优化设计 生物 七年级下册 北师大版（第2版）,2-2,9.4,100000,940000
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 四年级下册 北师大版 四川专版,1-1,10.7,2500,26750
3/20/2018,12/25/2017,SS,送审河南 课堂精练 数学 四年级下册 北师大版 双色,1-4,10.67,35000,373450
3/20/2018,12/6/2017,SS,送审福建 中学理科实验指导 高中生物 选修1,1-4,3.7,3000,11100
3/20/2018,1/19/2018,SS,四川 课内课外直通车 语文 一年级下册,1-1,14.5,2000,29000
3/20/2018,12/6/2017,SS,送审福建 中学理科实验指导 高中生物 必修3,1-4,3.2,18000,57600
3/20/2018,12/6/2017,SS,送审福建 中学理科实验指导 高中生物 必修2,1-4,2.6,19000,49400
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 选修4-5 不等式选讲 北师大版 双色,1-5,10.03,10800,108324
3/20/2018,12/6/2017,SS,送审 福建专版 课堂精练 生物 八年级下册 北师大版(第2版),2-2,9.4,30500,286700
3/20/2018,1/11/2018,SS,送审四川 课堂精练 语文 六年级下册 北师大版 双色,1-4,11,2000,22000
3/20/2018,12/8/2017,SS,送审 福建专版 小学同步测控优化设计 数学 六年级下册 北师大版（第2版）,2-2,6.6,94000,620400
3/20/2018,1/11/2018,SS,送审四川 课堂精练 语文 五年级下册 北师大版 双色,1-4,10.9,2000,21800
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 选修4-4 坐标系与参数方程 北师大版 双色,1-5,8.76,13500,118260
3/20/2018,12/25/2017,SS,送审 福建专版 小学同步测控优化设计 数学 五年级下册 北师大版（第2版）,2-2,6.6,95000,627000
3/20/2018,12/26/2017,SS,送审四川 同步阅读文库 八年级下册,1-1,9.4,15000,141000
3/20/2018,12/25/2017,SS,送审 福建专版 小学同步测控优化设计 数学 三年级下册 北师大版（第2版）,2-2,6.6,110000,726000
3/20/2018,12/27/2017,SS,送审四川 课堂精练 语文 三年级下册 北师大版 双色,1-4,10.9,2000,21800
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 五年级下册 北师大版 四川专版,1-1,10.7,1500,16050
3/20/2018,12/25/2017,SS,送审 福建专版 小学同步测控优化设计 数学 四年级下册 北师大版（第2版）,2-2,6.6,105000,693000
3/20/2018,12/15/2017,SS,送审四川 课堂精练 生物 八年级下册 北师大版 双色（第2版）,2-3,11.1,19000,210900
3/20/2018,12/22/2017,SS,送审 福建专版 小学同步测控优化设计 数学 二年级下册 北师大版（第2版）,2-2,6.6,111000,732600
3/20/2018,12/15/2017,SS,送审四川 课堂精练 生物 七年级下册 北师大版 双色（第2版）,2-3,11.7,20000,234000
3/20/2018,12/8/2017,SS,送审 福建专版 小学同步测控优化设计 数学 一年级下册 北师大版（第2版）,2-2,6.6,111000,732600
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 选修2-3 北师大版 双色,1-4,15.14,14000,211960
3/20/2018,1/3/2018,SS,送审四川 初中总复习优化设计 生物 北师大版（第5版）,5-2,16.3,59000,961700
3/20/2018,12/6/2017,SS,送审 福建专版 课堂精练 生物 七年级下册 北师大版(第2版),2-2,9.4,32500,305500
3/20/2018,12/6/2017,SS,送审 福建专版 初中同步测控优化设计 数学 七年级下册 北师大版（第2版）,2-2,9.4,97000,911800
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 选修2-2 北师大版 双色,1-4,16.42,15000,246300
3/20/2018,12/6/2017,SS,送审 福建专版 初中同步测控优化设计 数学 九年级下册 北师大版（第2版）,2-2,9.4,85000,799000
3/20/2018,1/3/2018,SS,送审四川 初中总复习优化设计 生物 北师大版（第5版）,5-2,16.3,3500,57050
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 选修2-2 北师大版 双色,1-4,16.42,15000,246300
3/20/2018,12/6/2017,SS,送审 福建专版 初中同步测控优化设计 数学 八年级下册 北师大版（第2版）,2-2,9.4,90500,850700
3/20/2018,12/8/2017,SS,送审 福建专版 专家伴读 新课程同步学案 高中英语 必修4 北师大版,1-1,11.3,19800,223740
3/20/2018,1/3/2018,SS,送审 初中总复习优化设计 数学 北师大版 （第6版）,6-1,17.4,8000,139200
3/20/2018,12/6/2017,SS,送审 福建专版 专家伴读 新课程同步学案 高中英语 必修3 北师大版,1-2,11.3,19000,214700
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 必修4 北师大版 双色,1-4,16.42,31000,509020
3/20/2018,12/6/2017,SS,送审 福建专版 专家伴读 新课程同步学案 高中英语 选修7 北师大版,1-2,11.3,13500,152550
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 必修3 北师大版 双色,1-4,16.42,31000,509020
3/20/2018,12/6/2017,SS,送审 福建专版 专家伴读 新课程同步学案 高中英语 选修8 北师大版,1-2,11.3,17000,192100
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 必修3 北师大版 双色,1-4,16.42,0,0
3/20/2018,12/22/2017,SS,四川 课堂精练 数学 一年级下册 北师大版 增强版,1-5,17.6,26000,457600
3/20/2018,12/6/2017,SS,送审 福建专版 专家伴读 新课程同步学案 高中英语 必修5 北师大版,1-2,11.3,4000,45200
3/20/2018,12/25/2017,SS,送审福建 课内课外直通车 高中英语 选修6 北师大版,1-4,11.3,2000,22600
3/20/2018,12/28/2017,SS,河南 寒假生活 英语 四年级 三年级起 北师大版,2-5,4.5,12500,56250
3/20/2018,12/25/2017,SS,送审福建 课内课外直通车 高中英语 必修5 北师大版,1-3,11.5,2000,23000
3/20/2018,1/8/2018,SS,送审江西 初中毕业升学总复习 数学 北师大版（第6版）,6-3,20.58,2000,41160
3/20/2018,1/3/2018,SS,送审河南 课堂精练 语文 四年级下册 北师大版 双色,1-5,10.87,21500,233705
3/20/2018,12/6/2017,SS,送审福建 英语 伴你成长 六年级下册 三年级起 北师大版,3-4,6.6,43500,287100
3/20/2018,12/22/2017,SS,四川 课堂精练 数学 二年级下册 北师大版 增强版,1-5,19.8,25000,495000
3/20/2018,1/3/2018,SS,送审河南 课堂精练 语文 六年级下册 北师大版 双色,1-3,10.98,22500,247050
3/20/2018,12/6/2017,SS,送审福建 英语 伴你成长 五年级下册 三年级起 北师大版,4-4,6.6,47500,313500
3/20/2018,12/26/2017,SS,送审江西 初中同步测控优化设计 数学 九年级下册 北师大版（第5版）,5-3,11.77,88000,1035760
3/20/2018,1/3/2018,SS,送审河南 课堂精练 语文 五年级下册 北师大版 双色,1-5,10.92,23500,256620
3/20/2018,1/4/2018,SS,送审 福建专版 小学同步测控优化设计 语文 三年级下册 北师大版（第2版）,2-2,6.6,88000,580800
3/20/2018,1/10/2018,SS,送审 四川 课内课外直通车 语文 五年级下册,1-1,11.9,114000,1356600
3/20/2018,1/4/2018,SS,送审 福建专版 小学同步测控优化设计 语文 四年级下册 北师大版（第2版）,2-2,6.6,83000,547800
3/20/2018,1/4/2018,SS,送审 课内课外直通车 语文 三年级下册,1-1,10.7,125200,1339640
3/20/2018,12/28/2017,SS,江西 高中同步测控优化设计 数学 选修4-5 不等式选讲 北师大版 （第5版）,5-5,13.8,12000,165600
3/20/2018,1/10/2018,SS,送审 四川 课内课外直通车 语文 六年级下册,1-1,11.9,102000,1213800
3/20/2018,12/26/2017,SS,江西 高中同步测控优化设计 数学 选修4-4 坐标系与参数方程 北师大版 （第4版）,4-5,12.7,12200,154940
3/20/2018,12/25/2017,SS,送审 河南专版 数学 伴你成长 五年级下册 北师大版,1-3,10.57,4000,42280
3/20/2018,12/22/2017,SS,四川 课堂精练 数学 二年级下册 北师大版 增强版,1-5,19.8,5500,108900
3/20/2018,,WX,Oxford Read and Imagine 2: The Big Snow Ball Audio Pack,1-1,35.4,1,35.4
3/20/2018,,WX,Oxford Read and Discover 2: Farms MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 2: Stop the Machine MP3 Pack,1-1,35.4,1,35.4
3/20/2018,,WX,Oxford Read and Imagine 5: The Bad House Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Imagine 1: Clunk in Space,1-1,64,300,19200
3/20/2018,,WX,Oxford Read and Imagine 4: Pictures From the Past Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Discover 4: Machines Then and Now Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Discover 6: Incredible Energy MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Discover 4: All About Plant Life Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Discover 5: Our World In Art Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Imagine 5: Day of the Dinosaurs MP3 Pack,1-1,36.2,1,36.2
3/20/2018,,WX,Oxford Read and Discover 5: Great Migrations MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 5: The Bad House MP3 Pack,1-1,36.2,1,36.2
3/20/2018,,WX,Oxford Read and Discover 5: Great Migrations,1-1,64,50,3200
3/20/2018,,WX,Oxford Read and Imagine 4: Clunk's Brain Audio Pack,1-1,36.2,1,36.2
3/20/2018,,WX,Oxford Read and Imagine 3: Soccer in the Street Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Imagine 1: The Treehouse Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Imagine 6: Hope On Turtle Island Audio Pack,1-1,36.2,1,36.2
3/20/2018,,WX,Oxford Read and Discover 1: Eyes MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 4: Lost In The Desert Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Discover 2: Camouflage MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 2: Where On Earth Are We Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Discover 6: Caring For Our Planet,1-1,64,50,3200
3/20/2018,,WX,Oxford Read and Discover 6: Helping Around the World,1-1,64,50,3200
3/20/2018,,WX,Oxford Read and Imagine 3: Get Us Out Of Here Activity Book,1-1,15.1,1,15.1
3/20/2018,,WX,Oxford Read and Discover 3: How We Make Products MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 3: A Shadow in the Park Audio Pack,1-1,35.4,1,35.4
3/20/2018,,WX,Oxford Read and Discover 3: Amazing Minibeasts Activity Book,1-1,13.7,1,13.7
3/20/2018,12/25/2017,SS,送审 河南专版 数学 伴你成长 四年级下册 北师大版,1-3,11.13,3000,33390
3/20/2018,1/8/2018,SS,送审江西 初中毕业升学总复习 数学 北师大版（第6版）,6-3,20.58,91500,1883070
3/20/2018,12/22/2017,SS,四川 课堂精练 数学 一年级下册 北师大版 增强版,1-5,17.6,6000,105600
3/20/2018,1/8/2018,SS,送审江西 初中毕业升学总复习 数学 北师大版（第6版）,6-3,20.58,2000,41160
3/20/2018,1/8/2018,SS,送审江西 初中毕业升学总复习 数学 北师大版（第6版）,6-3,20.58,12000,246960
3/20/2018,1/23/2018,SS,送审 福建 新课程复习与提高 中国历史 八年级下册 北师大版,1-1,9.4,54800,515120
3/20/2018,12/25/2017,SS,送审河南 课堂精练 数学 三年级下册 北师大版 双色,1-4,10.67,41500,442805
3/20/2018,12/26/2017,SS,送审江西 高中同步测控优化设计 数学 必修3 北师大版 （第5版）,5-4,11.05,3000,33150
3/20/2018,12/15/2017,SS,送审 课堂精练 物理 九年级下册 北师大版 双色(第2版）,2-1,9.29,10000,92900
3/20/2018,12/25/2017,SS,送审河南 专家伴读 新课程同步学案 生物 七年级下册 北师大版,6-3,12.78,64000,817920
3/20/2018,12/26/2017,SS,送审江西 高中同步测控优化设计 数学 必修2 北师大版 （第5版）,5-4,11.65,3000,34950
3/20/2018,12/25/2017,SS,送审河南 课堂精练 数学 五年级下册 北师大版 双色,1-4,10.67,23000,245410
3/20/2018,1/9/2018,SS,送审安徽 高中同步测控优化设计 英语 选修7 北师大版 （第4版）,4-4,16.42,13000,213460
3/20/2018,12/25/2017,SS,送审河南 专家伴读 新课程同步学案 英语 必修3 北师大版,5-5,14.81,86000,1273660
3/20/2018,1/30/2018,SS,送审 江西专版 初中同步测控优化设计 道德与法治 七年级下册,1-2,10.75,2000,21500
3/20/2018,12/25/2017,SS,送审河南 专家伴读 新课程同步学案 英语 必修4 北师大版,4-5,14.81,86000,1273660
3/20/2018,1/30/2018,SS,送审 江西专版 初中同步测控优化设计 道德与法治 八年级下册,1-2,10.1,2000,20200
3/20/2018,1/9/2018,SS,送审安徽 高中同步测控优化设计 英语 选修8 北师大版 （第4版）,4-4,16.42,11500,188830
3/20/2018,12/25/2017,SS,送审河南 专家伴读 新课程同步学案 英语 选修7 北师大版,3-5,14.81,66000,977460
3/20/2018,12/28/2017,SS,送审 河南专版 语文 伴你成长 三年级下册 北师大版（第2版）,2-2,11.42,40500,462510
3/20/2018,12/25/2017,SS,送审河南 专家伴读 新课程同步学案 英语 选修8 北师大版,3-5,14.81,64000,947840
3/20/2018,12/25/2017,SS,送审江西 初中同步测控优化设计 数学 八年级下册 北师大版（第5版）,5-4,12.18,21000,255780
3/20/2018,12/25/2017,SS,送审 河南专版 数学 伴你成长 六年级下册 北师大版,1-3,11.22,4000,44880
3/20/2018,12/28/2017,SS,送审 河南专版 语文 伴你成长 四年级下册 北师大版（第2版）,2-2,11.42,40500,462510
3/20/2018,12/25/2017,SS,送审 河南专版 数学 伴你成长 三年级下册 北师大版,1-3,11.13,3000,33390
3/20/2018,12/26/2017,SS,送审江西 初中同步测控优化设计 数学 七年级下册 北师大版（第5版）,5-3,11.83,22800,269724
3/20/2018,1/5/2018,SS,送审安徽 课堂精练 数学 七年级下册 北师大版 双色,1-7,12.59,8200,103238
3/20/2018,12/25/2017,SS,送审河南 课堂精练 英语 六年级下册 三年级起点 北师大版 双色(第2版),2-1,8.09,77800,629402
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 选修4-5 不等式选讲 北师大版 双色,1-5,10.03,2000,20060
3/20/2018,12/25/2017,SS,送审河南 课堂精练 英语 五年级下册 三年级起点 北师大版 双色(第2版),2-1,8.09,82800,669852
3/20/2018,1/2/2018,SS,送审 江西 课堂精练 数学 六年级下册 北师大版 单色,1-4,8.16,23500,191760
3/20/2018,1/4/2018,SS,送审安徽 高中同步测控优化设计 英语 必修5 北师大版 （第3版）,3-4,16.42,3000,49260
3/20/2018,12/5/2017,SS,送审河南 专家伴读 新课程同步学案 生物 八年级下册 北师大版,4-3,12.2,62000,756400
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 选修1-2 北师大版 双色,1-4,13.86,5500,76230
3/20/2018,1/4/2018,SS,送审安徽 高中同步测控优化设计 英语 选修6 北师大版 （第4版）,4-4,16.42,3000,49260
3/20/2018,12/26/2017,SS,送审河南 专家伴读 新课程同步学案 数学 八年级下册 北师大版,4-3,14.7,14000,205800
3/20/2018,12/26/2017,SS,送审河南 专家伴读 新课程同步学案 数学 七年级下册 北师大版,4-3,14.7,16500,242550
3/20/2018,12/13/2017,SS,送审安徽 寒假生活 数学 七年级 北师大版,3-6,4.37,3000,13110
3/20/2018,12/26/2017,SS,送审河南 专家伴读 新课程同步学案 数学 八年级下册 北师大版,4-3,14.7,57500,845250
3/20/2018,1/2/2018,SS,送审 江西 课堂精练 数学 四年级下册 北师大版 单色,1-4,7.93,26500,210145
3/20/2018,1/9/2018,SS,送审安徽 高中同步测控优化设计 英语 选修8 北师大版 （第4版）,4-4,16.42,2500,41050
3/20/2018,12/26/2017,SS,送审河南 专家伴读 新课程同步学案 数学 七年级下册 北师大版,4-3,14.7,58500,859950
3/20/2018,1/9/2018,SS,送审安徽 高中同步测控优化设计 英语 选修7 北师大版 （第4版）,4-4,16.42,3000,49260
3/20/2018,12/25/2017,SS,送审河南 课堂精练 英语 四年级下册 三年级起点 北师大版 双色(第2版),2-1,8.09,82500,667425
3/20/2018,12/26/2017,SS,送审江西 初中同步测控优化设计 数学 七年级下册 北师大版（第5版）,5-3,11.83,3000,35490
3/20/2018,12/25/2017,SS,送审河南 课堂精练 英语 三年级下册 三年级起点 北师大版 双色(第2版),2-1,8.23,84500,695435
3/20/2018,1/9/2018,SS,送审安徽 课堂精练 历史 九年级下册 北师大版 双色（第2版）,2-3,10.98,55000,603900
3/20/2018,12/25/2017,SS,送审 河南专版 数学 伴你成长 六年级下册 北师大版,1-3,11.22,54000,605880
3/20/2018,12/25/2017,SS,送审江西 初中同步测控优化设计 数学 八年级下册 北师大版（第5版）,5-4,12.18,2000,24360
3/20/2018,1/9/2018,SS,送审 课堂精练 高中历史 选修4（第2版）,2-1,10.68,3500,37380
3/20/2018,12/26/2017,SS,送审江西 高中同步测控优化设计 数学 必修2 北师大版 （第5版）,5-4,11.65,5500,64075
3/20/2018,1/9/2018,SS,送审 课堂精练 高中历史 选修1（第2版）,2-1,11.12,4000,44480
3/20/2018,1/9/2018,SS,送审 课堂精练 高中历史 必修2（第2版）,2-1,11.12,9000,100080
3/20/2018,12/26/2017,SS,送审江西 高中同步测控优化设计 数学 必修5 北师大版 （第5版）,5-4,12.25,8500,104125
3/20/2018,12/28/2017,SS,送审 河南专版 语文 伴你成长 四年级下册 北师大版（第2版）,2-2,11.42,1000,11420
3/20/2018,1/9/2018,SS,送审 河南专版 语文 伴你成长 五年级下册 北师大版（第2版）,2-2,12.8,40500,518400
3/20/2018,12/26/2017,SS,送审江西 高中同步测控优化设计 数学 必修4 北师大版 （第5版）,5-4,12.3,22000,270600
3/20/2018,1/9/2018,SS,送审 河南专版 语文 伴你成长 六年级下册 北师大版（第2版）,2-2,12.8,41200,527360
3/20/2018,12/26/2017,SS,送审江西 高中同步测控优化设计 数学 必修3 北师大版 （第5版）,5-4,11.05,35000,386750
3/20/2018,1/30/2018,SS,送审河南 课堂精练 道德与法治 七年级下册,1-2,12.37,58500,723645
3/20/2018,12/25/2017,SS,送审河南 专家伴读 新课程同步学案 英语 选修8 北师大版,3-5,14.81,4000,59240
3/20/2018,12/13/2017,SS,送审安徽 寒假生活 数学 八年级 北师大版,3-6,4.37,2200,9614
3/20/2018,12/26/2017,SS,送审江西 初中同步测控优化设计 数学 七年级下册 北师大版（第5版）,5-3,11.83,151000,1786330
3/20/2018,12/25/2017,SS,送审河南 专家伴读 新课程同步学案 英语 选修7 北师大版,3-5,14.81,2000,29620
3/20/2018,12/13/2017,SS,送审安徽 寒假生活 数学 八年级 北师大版,3-6,4.37,11000,48070
3/20/2018,12/25/2017,SS,送审江西 初中同步测控优化设计 数学 八年级下册 北师大版（第5版）,5-4,12.18,2500,30450
3/20/2018,12/13/2017,SS,送审安徽 寒假生活 数学 七年级 北师大版,3-6,4.37,11000,48070
3/20/2018,12/26/2017,SS,送审江西 初中同步测控优化设计 数学 九年级下册 北师大版（第5版）,5-3,11.77,5000,58850
3/20/2018,12/26/2017,SS,送审江西 初中同步测控优化设计 数学 九年级下册 北师大版（第5版）,5-3,11.77,3000,35310
3/20/2018,12/28/2017,SS,送审 江西专版 数学 伴你成长 四年级下册 北师大版,1-3,4.72,13200,62304
3/20/2018,12/28/2017,SS,送审江西 高中同步测控优化设计 数学 选修2-3 北师大版 （第5版）,5-4,9.75,9000,87750
3/20/2018,12/28/2017,SS,送审江西 高中同步测控优化设计 数学 选修2-2 北师大版 （第5版）,5-5,10.35,11500,119025
3/20/2018,12/28/2017,SS,送审江西 高中同步测控优化设计 数学 选修2-1 北师大版 （第5版）,5-4,12.25,4000,49000
3/20/2018,12/27/2017,SS,送审 江西专版 数学 伴你成长 六年级下册 北师大版,1-3,4.45,14800,65860
3/20/2018,12/28/2017,SS,送审江西 高中同步测控优化设计 数学 选修1-2 北师大版 （第5版）,5-5,9.1,7500,68250
3/20/2018,12/28/2017,SS,送审江西 高中同步测控优化设计 数学 选修1-1 北师大版 （第5版）,5-4,10.35,4000,41400
3/20/2018,12/27/2017,SS,送审 江西专版 数学 伴你成长 五年级下册 北师大版,1-3,4.99,15500,77345
3/20/2018,12/28/2017,SS,送审江西 高中同步测控优化设计 数学 选修1-1 北师大版 （第5版）,5-4,10.35,4000,41400
3/20/2018,,WX,Oxford Read and Imagine 5: Trouble On The Eastern Express Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Imagine Beginner: The Cake Machine,1-1,60,200,12000
3/20/2018,,WX,Oxford Read and Discover 1: Wheels,1-1,60,300,18000
3/20/2018,,WX,Oxford Read and Imagine 1: On Thin Ice Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Imagine Starter: Hello Goodbye,1-1,60,200,12000
3/20/2018,,WX,Oxford Read and Imagine 5: The Painting in the Attic Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Imagine Beginner: I'm Sorry,1-1,60,200,12000
3/20/2018,,WX,Oxford Read and Discover 1: Schools Reader,1-1,60,300,18000
3/20/2018,,WX,Oxford Read and Discover 1: In the Sky,1-1,60,300,18000
3/20/2018,,WX,Oxford Read and Imagine 1: The New Glasses Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Discover 1: At The Beach MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 6: Hope On Turtle Island Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Discover 1: Young Animals MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 2: The Race Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Imagine 1: Too Fast! MP3 Pack,1-1,35.4,1,35.4
3/20/2018,,WX,Oxford Read and Discover 1 Wild Cats Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Discover 1 Trees,1-1,60,300,18000
3/20/2018,,WX,Oxford Read and Discover 6: Earth Then and Now MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 1: Robbers at the Museum Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Discover 1: Wheels Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Discover 4: Why We Recycle Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Discover 2: Earth MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 2: Clunk's New Job MP3 Pack,1-1,35.4,1,35.4
3/20/2018,,WX,Oxford Read and Imagine 4: Swimming With Dolphins MP3 Pack,1-1,36.2,1,36.2
3/20/2018,,WX,Oxford Read and Imagine 4: Inside Clunk,1-1,66,100,6600
3/20/2018,,WX,Oxford Read and Imagine 4: Bats MP3 Pack,1-1,36.2,1,36.2
3/20/2018,,WX,Oxford Read and Imagine 3: Danger Bugs Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Discover 2: Sunny and Rainy Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Discover 3: Animals In The Air MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 3: Fear At the Festival Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Discover 4: Animals At Night Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Discover 2: Electricity MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 4: The Lost City,1-1,66,100,6600
3/20/2018,,WX,Oxford Read and Discover 6: Your Amazing Body Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Discover 1: Wild Cats MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Discover 6: Wonderful Eco Systems MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 2 Clunk in the Clouds Activity Book,1-1,15.8,1,15.8
3/20/2018,,WX,Oxford Read and Discover 1 Trees Activity Book,1-1,13.7,1,13.7
3/20/2018,12/25/2017,SS,送审江西 初中同步测控优化设计 数学 八年级下册 北师大版（第5版）,5-4,12.18,136500,1662570
3/20/2018,1/9/2018,SS,送审安徽 课堂精练 历史 九年级下册 北师大版 双色（第2版）,2-3,10.98,2000,21960
3/20/2018,1/19/2018,SS,送审 安徽 课堂精练 中国历史 八年级下册 北师大版 双色,1-1,11.56,2000,23120
3/20/2018,1/12/2018,SS,送审 课堂精练 物理 八年级下册 北师大版 双色(第2版）,2-1,10.45,69000,721050
3/20/2018,1/19/2018,SS,送审 安徽 课堂精练 中国历史 八年级下册 北师大版 双色,1-1,11.56,126000,1456560
3/20/2018,1/16/2018,SS,送审 课堂精练 中国历史 七年级下册 双色,1-1,11.17,68000,759560
3/20/2018,12/14/2017,SS,送审安徽 寒假生活 语文 四年级 北师大版,1-3,4.37,11800,51566
3/20/2018,12/14/2017,SS,送审安徽 寒假生活 语文 五年级 北师大版,1-3,4.37,12500,54625
3/20/2018,12/14/2017,SS,送审安徽 寒假生活 语文 六年级 北师大版,1-3,4.37,12500,54625
3/20/2018,12/13/2017,SS,送审安徽 寒假生活 语文 三年级 北师大版,1-3,4.37,12500,54625
3/20/2018,12/13/2017,SS,送审安徽 寒假生活 数学 五年级 北师大版,1-3,4.37,12500,54625
3/20/2018,12/13/2017,SS,送审安徽 寒假生活 数学 四年级 北师大版,1-3,4.37,20000,87400
3/20/2018,12/13/2017,SS,送审安徽 寒假生活 数学 三年级 北师大版,1-3,4.37,20000,87400
3/20/2018,12/13/2017,SS,送审安徽 寒假生活 数学 六年级 北师大版,1-3,4.37,12500,54625
3/20/2018,1/3/2018,SS,送审安徽 高中同步测控优化设计 英语 必修3 北师大版 （第4版）,4-4,16.42,22500,369450
3/20/2018,1/3/2018,SS,送审安徽 高中同步测控优化设计 英语 必修4 北师大版 （第4版）,4-3,16.42,23000,377660
3/20/2018,3/20/2018,SS,送审安徽 课堂精练 生物 八年级下册 北师大版 双色（第2版）,2-4,11.09,130000,1441700
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 选修4-4 坐标系与参数方程 北师大版 双色,1-5,8.76,0,0
3/20/2018,3/20/2018,SS,送审安徽 课堂精练 生物 七年级下册 北师大版 双色（第2版）,2-4,11.67,148000,1727160
3/20/2018,1/3/2018,SS,送审四川 课堂精练 语文 四年级下册 北师大版 双色,1-4,10.9,2000,21800
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 选修4-4 坐标系与参数方程 北师大版 双色,1-5,8.76,2000,17520
3/20/2018,1/9/2018,SS,送审安徽 高中同步测控优化设计 数学 选修2-3 北师大版 双色,1-4,15.14,2000,30280
3/20/2018,1/9/2018,SS,送审安徽 高中同步测控优化设计 数学 必修3 北师大版 双色,1-5,16.42,2000,32840
3/20/2018,12/25/2017,SS,送审河南 高中同步测控优化设计 数学 必修4 北师大版 双色,1-4,16.42,12000,197040
3/20/2018,1/4/2018,SS,送审安徽 高中同步测控优化设计 数学 必修5 北师大版 双色,1-5,16.42,2000,32840
