收书日期,印次出版日期,库区,书名,印次,单价,实收数量,码洋
2/27/2018,1/3/2018,WX,送审 江西 课堂精练 数学 五年级下册 北师大版 单色,1-4,7.71,495,3816.45
2/27/2018,12/26/2017,WX,送审江西 高中同步测控优化设计 数学 必修2 北师大版 （第5版）,5-4,11.65,155,1805.75
2/27/2018,12/28/2017,WX,送审江西 高中同步测控优化设计 数学 选修1-1 北师大版 （第5版）,5-4,10.35,195,2018.25
2/27/2018,12/26/2017,WX,送审江西 高中同步测控优化设计 数学 必修4 北师大版 （第5版）,5-4,12.3,155,1906.5
2/27/2018,1/2/2018,WX,送审 江西 课堂精练 数学 六年级下册 北师大版 单色,1-4,8.16,695,5671.2
2/27/2018,12/28/2017,WX,送审江西 高中同步测控优化设计 数学 选修2-1 北师大版 （第5版）,5-4,12.25,395,4838.75
2/27/2018,12/28/2017,WX,送审江西 高中同步测控优化设计 数学 选修2-3 北师大版 （第5版）,5-4,9.75,395,3851.25
2/27/2018,12/28/2017,WX,送审江西 高中同步测控优化设计 数学 选修2-2 北师大版 （第5版）,5-5,10.35,295,3053.25
2/27/2018,1/16/2018,WX,江西 高中同步测控优化设计 数学 选修4-1 几何证明选讲 北师大版 （第4版）,4-4,13.8,1075,14835
2/27/2018,11/3/2017,WX,新高考 京师新考卷 语文 全国卷地区专用,1-1,57.9,5027,291063.3
2/27/2018,12/26/2017,WX,送审江西 高中同步测控优化设计 数学 必修5 北师大版 （第5版）,5-4,12.25,395,4838.75
2/27/2018,1/4/2018,WX,送审安徽 高中同步测控优化设计 数学 选修4-1 几何证明选讲 北师大版 双色,1-5,11.31,715,8086.65
2/27/2018,1/9/2018,WX,送审安徽 高中同步测控优化设计 数学 选修1-2 北师大版 双色,1-4,13.86,2235,30977.1
2/27/2018,12/26/2017,WX,江西 高中同步测控优化设计 数学 选修4-4 坐标系与参数方程 北师大版 （第4版）,4-5,12.7,135,1714.5
2/27/2018,12/28/2017,WX,江西 高中同步测控优化设计 数学 选修4-5 不等式选讲 北师大版 （第5版）,5-5,13.8,115,1587
2/27/2018,12/28/2017,WX,送审 江西专版 数学 伴你成长 四年级下册 北师大版,1-3,4.72,155,731.6
2/27/2018,12/27/2017,WX,送审 江西专版 数学 伴你成长 五年级下册 北师大版,1-3,4.99,155,773.45
2/27/2018,12/28/2017,WX,送审江西 高中同步测控优化设计 数学 选修1-2 北师大版 （第5版）,5-5,9.1,95,864.5
2/27/2018,12/27/2017,WX,送审 江西专版 数学 伴你成长 六年级下册 北师大版,1-3,4.45,155,689.75
2/27/2018,12/30/2016,WX,送审 江西专版 初中同步测控优化设计 道德与法治 七年级下册 北师大版,1-1,10.75,0,0
2/28/2018,12/28/2017,WX,海淀名师伴你学 同步学练测 英语 四年级下册（第2版）,2-2,5.1,2020,10302
2/28/2018,1/5/2018,WX,海淀名师伴你学 同步学练测 高中历史 选修1 历史上重大改革回眸（第2版）,2-2,9,1180,10620
2/28/2018,12/7/2017,WX,小学思维训练丛书 第7册 概念构图,1-4,24,275,6600
2/28/2018,12/7/2017,WX,小学思维训练丛书 第6册 批判性思维,1-4,32,150,4800
2/28/2018,12/25/2017,WX,海淀名师伴你学 同步学练测 高中英语 必修3 北师大版（第2版）,2-2,14.5,183,2653.5
2/28/2018,12/27/2017,WX,海淀名师伴你学 同步学练测 数学 四年级下册 北师大版（第2版）,2-2,12.8,1229,15731.2
2/28/2018,12/27/2016,WX,海淀名师伴你学 同步学练测 英语 三年级下册（第2版）,2-1,4.3,2480,10664
2/28/2018,1/5/2018,WX,海淀名师伴你学 同步学练测 高中历史 选修4 中外历史人物评说（第2版）,2-2,6.8,1129,7677.2
2/28/2018,1/12/2018,WX,海淀名师伴你学 同步学练测 中国历史 七年级下册,1-1,9.4,1280,12032
2/28/2018,1/10/2018,WX,海淀名师伴你学 同步学练测 高中地理 选修3 旅游地理（第2版）,2-2,11.1,896,9945.6
2/28/2018,1/10/2018,WX,海淀名师伴你学 同步学练测 语文 二年级下册 北师大版（第3版）,3-1,8.5,735,6247.5
2/28/2018,1/30/2018,WX,送审 江西专版 初中同步测控优化设计 道德与法治 八年级下册,1-2,10.1,2026,20462.6
2/28/2018,1/30/2018,WX,送审 江西专版 初中同步测控优化设计 道德与法治 七年级下册,1-2,10.75,2035,21876.25
2/28/2018,1/31/2018,WX,送审广东 初中同步测控优化设计 历史 九年级下册 北师大版,2-6,10.09,314,3168.26
2/28/2018,1/31/2018,WX,送审广东 初中同步测控优化设计 历史 九年级下册 北师大版,2-6,10.09,6,60.54
2/28/2018,1/22/2018,WX,邯郸 语文 伴你成长 一年级下册,1-2,9.8,9284,90983.2
2/28/2018,1/22/2018,WX,邯郸 数学 伴你成长 二年级下册 北师大版,7-4,9.8,7718,75636.4
2/28/2018,12/29/2017,WX,同步阅读文库 二年级下册（第3版）,3-1,11.8,10084,118991.2
2/28/2018,12/28/2017,WX,国标教材 同步阅读文库 三年级下册,2-11,14,9923,138922
2/28/2018,1/22/2018,WX,邯郸 语文 伴你成长 二年级下册 北师大版（第6版）,6-2,9.8,9222,90375.6
2/28/2018,1/22/2018,WX,邯郸 数学 伴你成长 一年级下册 北师大版,6-5,9.8,7818,76616.4
2/28/2018,12/28/2017,WX,国标教材 同步阅读文库 五年级下册,3-8,18,9859,177462
2/28/2018,1/23/2018,WX,北师大作业本 语文 一年级下册 新课标版 （第2版）,2-2,9.8,19071,186895.8
2/28/2018,1/23/2018,WX,北师大作业本 语文 二年级下册 北师大版 单色,1-6,9.8,12083,118413.4
3/1/2018,1/3/2018,RC,国标教材 英语 五年级下册 一年级起 光盘,1-1,7,54500,381500
3/1/2018,1/8/2018,RC,国标教材 英语 六年级下册 一年级起 光盘,1-1,14,47000,658000
3/1/2018,1/8/2018,RC,国标教材 英语 六年级下册 一年级起 光盘,1-1,14,2000,28000
3/1/2018,1/22/2018,WX,决胜“希望之星”（初级）,1-2,98,5000,490000
3/2/2018,1/17/2018,WX,送审云南 课堂精练 道德与法治 七年级下册 北师大版 双色,1-3,13.58,144,1955.52
3/2/2018,12/29/2017,WX,国标教材 数学 伴你成长 四年级下册 北师大版,5-4,16.5,75,1237.5
3/2/2018,1/19/2018,WX,送审 吉林 课堂精练 道德与法治 八年级下册  双色,1-1,13.86,355,4920.3
3/2/2018,12/20/2017,WX,送审 吉林专版 课堂精练 数学 五年级下册 北师大版,1-2,14.5,295,4277.5
3/2/2018,12/15/2017,WX,送审吉林 新课标同步单元练习 数学 四年级下册 北师大版（第4版）,4-2,10.03,475,4764.25
3/2/2018,12/15/2017,WX,送审 吉林专版 课堂精练 数学 二年级下册 北师大版,1-2,11.94,315,3761.1
3/2/2018,12/15/2017,WX,送审吉林 新课标同步单元练习 数学 二年级下册 北师大版（第4版）,4-2,10.03,475,4764.25
3/2/2018,12/15/2017,WX,送审吉林 新课标同步单元练习 数学 一年级下册 北师大版（第3版）,3-2,10.03,315,3159.45
3/2/2018,12/20/2017,WX,送审 吉林专版 课堂精练 数学 三年级下册 北师大版,1-2,14.5,295,4277.5
3/2/2018,1/2/2018,WX,送审河北 课堂精练 语文 四年级下册 北师大版,4-4,8.55,80,684
3/2/2018,1/18/2018,WX,送审 吉林 课堂精练 道德与法治 七年级下册 双色,1-2,13.86,280,3880.8
3/2/2018,12/15/2017,WX,送审吉林 新课标同步单元练习 数学 五年级下册 北师大版（第4版）,4-2,10.03,475,4764.25
3/2/2018,12/20/2017,WX,送审 吉林专版 课堂精练 数学 六年级下册 北师大版,1-2,13.86,97,1344.42
3/2/2018,12/15/2017,WX,送审吉林 新课标同步单元练习 数学 三年级下册 北师大版（第4版）,4-2,10.03,160,1604.8
3/2/2018,1/3/2018,WX,送审 江西 课堂精练 数学 五年级下册 北师大版 单色,1-4,7.71,95,732.45
3/2/2018,1/9/2018,WX,送审安徽 高中同步测控优化设计 数学 选修2-3 北师大版 双色,1-4,15.14,307,4647.98
3/2/2018,1/25/2018,WX,内蒙古 课堂精练 中国历史 八年级下册 北师大版 双色,1-2,12.76,6050,77198
3/2/2018,1/5/2018,WX,河南 新课标单元测试卷 数学 一年级下册 新课标版（第3版）,3-3,9,35,315
3/2/2018,1/5/2018,WX,河南 新课标单元测试卷 语文 六年级下册 北师大版（第3版）,3-3,9,193,1737
3/2/2018,1/25/2018,WX,河南 新课标单元测试卷 语文 二年级下册 北师大版（第3版）,3-3,9,300,2700
3/2/2018,1/9/2018,WX,海淀名师伴你学 同步学练测 高中语文 必修3（第2版）,2-2,15.3,3000,45900
3/2/2018,1/5/2018,WX,河南 新课标单元测试卷 数学 三年级下册 新课标版（第3版）,3-3,9,47,423
3/5/2018,11/7/2017,RC,古史·文言·今论 高考文言文全景解读（上编）典藏版,1-1,158,420,66360
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 二年级上册 北师大版 非免费,1-5,3.6,76665,275994
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 三年级上册 北师大版 非免费,1-4,3.6,72305,260298
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 物理 九年级全一册 北师大版 非免费,1-4,6.3,43071,271347.3
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 语文 二年级上册 北师大版 非免费,1-4,4.1,76282,312756.2
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 语文 四年级上册 北师大版 非免费,1-4,4.1,64628,264974.8
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 语文 五年级上册 北师大版 非免费,1-5,4.5,71297,320836.5
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 语文 九年级上册 新课标版 非免费,1-4,6.3,42808,269690.4
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 八年级上册 新课标版 非免费,1-5,5.4,156658,845953.2
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 九年级上册 新课标版 非免费,1-5,6.1,145759,889129.9
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 七年级上册 新课标版 非免费,1-5,5.9,160379,946236.1
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 物理 八年级上册 新课标版 非免费,1-4,5.4,199242,1075906.8
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 英语 八年级上册 新课标版 非免费,1-4,6.5,141302,918463
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 英语 九年级全一册 新课标版 非免费,1-5,11.7,130947,1532079.9
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 语文 九年级上册 新课标版 非免费,1-4,6.3,141820,893466
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中地理 必修3 非免费,1-4,5,5643,28215
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 六年级上册 北师大版 非免费,1-4,4.1,69743,285946.3
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 五年级上册 北师大版 非免费,1-4,4.1,71619,293637.9
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 一年级上册 北师大版 非免费,1-4,3.4,82607,280863.8
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 八年级上册 北师大版 非免费,1-5,6.8,42027,285783.6
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 九年级上册 北师大版 非免费,1-4,6.3,40922,257808.6
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 七年级上册 北师大版 非免费,1-4A,6.1,41902,255602.2
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 物理 八年级上册 北师大版 非免费,1-4,4.5,44318,199431
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 语文 六年级上册 北师大版 非免费,1-4,4.5,69548,312966
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 语文 三年级上册 北师大版 非免费,1-4,4.1,71911,294835.1
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 语文 八年级上册 北师大版 非免费,1-4,5.9,44130,260367
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 物理 九年级全一册 新课标版 非免费,1-4,6.8,184169,1252349.2
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中地理 必修1 非免费,1-4,6.5,20203,131319.5
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中化学 选修1 非免费,1-4,5,2886,14430
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中化学 选修4 非免费,1-5,6,4679,28074
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中生物 必修1 非免费,1-4,6.5,7855,51057.5
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中生物 必修2 非免费,1-5,5.75,7271,41808.25
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中数学 必修1 非免费,1-4,4.5,9298,41841
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中数学 必修2 非免费,1-5,5.25,9288,48762
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中数学 必修5 非免费,1-5,5,6497,32485
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中数学 选修1-1 非免费,1-5,4.75,4038,19180.5
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中数学 选修2-1 非免费,1-4,5,4656,23280
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中物理 必修1 非免费,1-5,6.5,8948,58162
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中物理 选修1-1 非免费,1-5,4,2614,10456
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中物理 选修3-1 非免费,1-4,5,4648,23240
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中英语 必修1 非免费,1-4,5,9382,46910
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中英语 必修2 非免费,1-4,5,9348,46740
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中英语 必修5 非免费,1-4,5,8844,44220
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中英语 选修6 非免费,1-6,5,7405,37025
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中语文 必修1 非免费,1-4,5,9432,47160
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中语文 必修2 非免费,1-4,5,9396,46980
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中语文 必修5 非免费,1-4,5,7905,39525
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中语文 选修 中国古代诗歌散文欣赏 非免费,1-5A,5,6411,32055
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中思想政治 必修1 新课标版 非免费,1-4,6.5,11218,72917
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中思想政治 必修3 新课标版 非免费,1-6,5.5,6147,33808.5
3/6/2018,1/9/2018,RC,甘肃 配套练习 高中思想政治 必修4 新课标版 非免费,1-5A,5.5,5928,32604
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 四年级上册 北师大版 非免费,1-4,4.1,64906,266114.6
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 八年级上册 北师大版 非免费,1-5A,6.8,34100,231880
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 英语 八年级上册 新课标版 非免费,1-4A,6.5,34100,221650
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 物理 九年级全一册 北师大版 非免费,1-4A,6.3,31832,200541.6
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 英语 九年级全一册 新课标版 非免费,1-5A,11.7,31832,372434.4
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 九年级上册 北师大版 非免费,1-4A,6.1,31832,194175.2
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 语文 九年级上册 新课标版 非免费,1-4B,6.3,31832,200541.6
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 物理 八年级上册 北师大版 非免费,1-4A,4.5,34100,153450
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 数学 七年级上册 北师大版 非免费,1-4B,6.1,37141,226560.1
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 语文 九年级上册 新课标版 非免费,1-4,6.3,42808,269690.4
3/6/2018,1/9/2018,RC,甘肃 配套练习与检测 语文 九年级上册 新课标版 非免费,1-4A,6.3,42808,269690.4
3/7/2018,1/10/2018,WX,国标教材 英语 教学卡片 一年级下册 一年级起,2-1,50,2000,100000
3/7/2018,12/25/2017,WX,送审广东 初中同步测控优化设计 生物 七年级下册 北师大版（第6版）,6-2,10.09,1440,14529.6
3/8/2018,1/24/2018,WX,国标教材 语文学生识字卡片 二年级下册（第6版）,6-1,15,4235,63525
3/8/2018,2/28/2018,WX,海淀名师伴你学 中考复习与指导 地理,1-1,13.6,10375,141100
3/8/2018,12/22/2017,WX,送审 广东专版 初中总复习优化设计 数学 北师大版（第3版）,3-2,23.29,2940,68472.6
3/8/2018,12/22/2017,WX,送审 广东专版 初中总复习优化设计 数学 北师大版（第3版）,3-2,23.29,60,1397.4
3/8/2018,1/16/2018,WX,课堂精练 语文 二年级下册 北师大版（第4版）,4-1,14.5,67,971.5
3/8/2018,1/16/2018,WX,送审湖北 实验探究报告册 物理 八年级下册 北师大版,3-6,4.25,3000,12750
3/8/2018,1/22/2018,WX,决胜“希望之星”（初级）,1-2,98,5000,490000
3/12/2018,12/28/2017,WX,江西 高中同步测控优化设计 数学 选修4-5 不等式选讲 北师大版 （第5版）,5-5,13.8,3030,41814
3/12/2018,12/26/2017,WX,江西 高中同步测控优化设计 数学 选修4-4 坐标系与参数方程 北师大版 （第4版）,4-5,12.7,3063,38900.1
3/12/2018,12/26/2017,WX,送审江西 高中同步测控优化设计 数学 必修3 北师大版 （第5版）,5-4,11.05,2773,30641.65
3/12/2018,12/26/2017,WX,送审江西 高中同步测控优化设计 数学 必修2 北师大版 （第5版）,5-4,11.65,2661,31000.65
3/12/2018,1/22/2018,WX,邯郸 数学 伴你成长 二年级下册 北师大版,7-4,9.8,73,715.4
3/12/2018,2/27/2018,WX,重庆 高中同步测控优化设计 生物 选修1 生物技术实践 北师大版 （第4版）,4-2,8.5,2045,17382.5
3/12/2018,11/17/2017,WX,新高考 二轮专题突破+考前集训  地理  全国卷地区专用,1-1,56.9,2995,170415.5
3/12/2018,11/9/2017,WX,新高考 二轮专题突破+考前集训  物理  全国卷地区专用,1-1,56.9,7035,400291.5
3/12/2018,11/2/2017,WX,新高考 二轮专题突破+考前集训 语文 全国卷地区专用,1-1,57.9,70,4053
3/12/2018,12/25/2017,WX,海淀名师伴你学 同步学练测 高中英语 必修4 北师大版（第2版）,2-2,14.5,350,5075
3/12/2018,11/24/2017,WX,新高考 二轮话题 题型突破+考前集训 英语 全国卷地区专用 配听力,1-2,57.9,50,2895
3/12/2018,11/23/2017,WX,新高考 二轮专题突破+考前集训  物理  全国卷地区专用,1-2,56.9,31,1763.9
3/13/2018,2/27/2018,WX,小学思维训练丛书  第二册  思维导图,1-12,26,30000,780000
3/13/2018,2/28/2018,WX,小学思维训练丛书 第6册 批判性思维,1-5,32,20000,640000
3/14/2018,,WX,Oxford Read and Discover 5: Our World In Art MP3 Pack,1-1,34.1,1,34.1
3/14/2018,,WX,Oxford Read and Imagine 1: On Thin Ice,1-1,60,300,18000
3/14/2018,,WX,Oxford Read and Discover 5: Transportation Then and Now MP3 Pack,1-1,34.1,1,34.1
3/14/2018,,WX,Oxford Read and Imagine 2: The Big Storm Activity Book,1-1,15.8,1,15.8
3/14/2018,,WX,Oxford Read and Discover 2 In the Mountains Activity Book,1-1,13.7,1,13.7
3/14/2018,,WX,Oxford Read and Discover 3: How We Make Products,1-1,60,100,6000
3/14/2018,,WX,Oxford Read and Discover 3: Sound And Music MP3 Pack,1-1,34.1,1,34.1
3/14/2018,,WX,Oxford Read and Discover 3: Festivals Around the World Activity Book,1-1,13.7,1,13.7
3/14/2018,,WX,Oxford Read and Imagine 4: Bats Activity Book,1-1,15.6,1,15.6
3/14/2018,,WX,Oxford Read and Discover 5: Medicine Then and Now,1-1,64,50,3200
3/14/2018,,WX,Oxford Read and Imagine Beginner: A Nice Book,1-1,60,200,12000
3/14/2018,,WX,Oxford Read and Discover 1: Art MP3 Pack,1-1,34.1,1,34.1
3/14/2018,,WX,Oxford Read and Imagine 6: Hope On Turtle Island,1-1,64,50,3200
3/14/2018,,WX,Oxford Read and Imagine 1: Ben's Big Swim MP3 Pack,1-1,35.4,1,35.4
3/14/2018,,WX,Oxford Read and Discover 6: Food Around The World MP3 Pack,1-1,34.1,1,34.1
3/14/2018,,WX,Oxford Read and Imagine 1: Monkeys In The School Activity Book,1-1,15.6,1,15.6
3/14/2018,,WX,Oxford Read and Imagine 2: Where On Earth Are We,1-1,64,300,19200
3/14/2018,,WX,Oxford Read and Discover 1 Young Animals Activity Book,1-1,13.7,1,13.7
3/14/2018,,WX,Oxford Read and Imagine 5: The Painting in the Attic MP3 Pack,1-1,36.2,1,36.2
3/14/2018,,WX,Oxford Read and Imagine Beginner: In the Snow,1-1,55,200,11000
3/14/2018,,WX,Oxford Read and Discover 1: Eyes Reader,1-1,60,300,18000
3/14/2018,,WX,Oxford Read and Discover 1 Fruit,1-1,60,300,18000
3/14/2018,12/26/2017,WX,海淀名师伴你学 同步学练测 数学 五年级下册 北师大版（第2版）,2-2,12.8,3000,38400
3/14/2018,1/16/2018,WX,课堂精练 语文 二年级下册 北师大版（第4版）,4-1,14.5,2000,29000
3/14/2018,1/10/2018,WX,送审湖北 课堂精练 生物 八年级下册 北师大版,2-5,7.7,2000,15400
3/14/2018,1/18/2018,WX,河南 课堂精练 语文 一年级下册 单色,1-1,13.5,2000,27000
3/14/2018,1/9/2018,WX,海淀名师伴你学 同步学练测 语文 六年级下册 北师大版（第2版）,2-2,9.4,3000,28200
3/14/2018,1/5/2018,WX,海淀名师伴你学 中考复习与指导 数学（第2版）,2-2,17,3000,51000
3/14/2018,2/28/2018,WX,小学思维训练丛书 第7册 概念构图,1-5,24,20000,480000
3/14/2018,2/28/2018,WX,中学思维训练丛书 第1册 思维可视化,1-4,38,10000,380000
3/14/2018,2/28/2018,WX,小学思维训练丛书  第一册  八大思维图示法,1-11,22,19875,437250
3/14/2018,,WX,Oxford Read and Discover 4: Why We Recycle,1-1,60,100,6000
3/14/2018,,WX,Oxford Read and Discover 5: Our World In Art,1-1,64,50,3200
3/14/2018,,WX,Oxford Read and Imagine Starter: Clunk Draws a Picture,1-1,60,200,12000
3/14/2018,,WX,Oxford Read and Discover 1 Wild Cats,1-1,60,300,18000
3/14/2018,,WX,Oxford Read and Discover 4: Machines Then and Now,1-1,60,100,6000
3/14/2018,,WX,Oxford Read and Discover 4: All About Plant Life,1-1,60,100,6000
3/14/2018,,WX,Oxford Read and Discover 5: Exploring Our World,1-1,64,50,3200
3/14/2018,,WX,Oxford Read and Discover 4: Animals In Art,1-1,60,100,6000
3/14/2018,,WX,Oxford Read and Imagine 2: Clunk in the Clouds,1-1,64,300,19200
3/14/2018,,WX,Oxford Read and Discover 5: Materials To Products,1-1,64,50,3200
3/14/2018,,WX,Oxford Read and Discover 2 Plastic,1-1,60,300,18000
3/14/2018,,WX,Oxford Read and Imagine 2: Sheep in the Snow,1-1,64,300,19200
3/14/2018,,WX,Oxford Read and Discover 5: All About Islands,1-1,64,50,3200
3/14/2018,,WX,Oxford Read and Discover 1: At the Beach Reader,1-1,60,300,18000
3/14/2018,,WX,Oxford Read and Imagine Starter: One Two Three,1-1,60,200,12000
3/14/2018,,WX,Oxford Read and Discover 6: Incredible Energy Activity Book,1-1,34.1,1,34.1
3/14/2018,,WX,Oxford Read and Discover 2 Jobs,1-1,60,300,18000
3/14/2018,,WX,Oxford Read and Discover 3: Animals In the Air,1-1,60,100,6000
3/14/2018,,WX,Oxford Read and Discover 5: Homes Around the World,1-1,64,50,3200
3/14/2018,,WX,Oxford Read and Imagine Starter: Hello Clunk,1-1,60,200,12000
3/14/2018,,WX,Oxford Read and Discover 4: Incredible Earth,1-1,60,100,6000
3/14/2018,,WX,Oxford Read and Discover 4: Wonders of the Past,1-1,60,100,6000
3/14/2018,,WX,Oxford Read and Discover 5: Transportation Then and Now,1-1,64,50,3200
3/14/2018,,WX,Oxford Read and Imagine 1: The Treehouse,1-1,64,300,19200
3/14/2018,,WX,Oxford Read and Discover 2 Electricity,1-1,60,300,18000
3/14/2018,,WX,Oxford Read and Discover 3: Free Time Around the World,1-1,60,100,6000
3/15/2018,,WX,E Guess What (Level 2) Presentation Plus DVD-ROM,1-1A,2980,8,23840
3/15/2018,,WX,A Guess What (Level 1) Presentation Plus DVD-ROM,1-1A,2980,6,17880
3/15/2018,,WX,A Guess What (Level 4) Presentation Plus DVD-ROM,1-1A,2980,3,8940
3/15/2018,,WX,A Guess What (Level 6) Presentation Plus DVD-ROM,1-1A,2980,6,17880
3/15/2018,,WX,A Guess What (Level 2) Presentation Plus DVD-ROM,1-1A,2980,9,26820
3/15/2018,,WX,A Guess What (Level 3) Presentation Plus DVD-ROM,1-1A,2980,3,8940
3/15/2018,,WX,E Guess What (Level 4) Presentation Plus DVD-ROM,1-1A,2980,9,26820
3/15/2018,,WX,E Guess What (Level 3) Presentation Plus DVD-ROM,1-1A,2980,8,23840
3/15/2018,,WX,E Guess What (Level 1) Presentation Plus DVD-ROM,1-1A,2980,5,14900
3/15/2018,,WX,E Guess What (Level 6) Presentation Plus DVD-ROM,1-1A,2980,9,26820
3/15/2018,,WX,E Guess What (Level 5) Presentation Plus DVD-ROM,1-1A,2980,7,20860
3/19/2018,,WX,Oxford Read and Discover 6: Helping Around the World Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Imagine 6: The Secret on the Moon Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Imagine 3: Danger In The Rainforest Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Imagine 2: Stop The Machine Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Discover 2: Your Body,1-1,60,300,18000
3/19/2018,,WX,Oxford Read and Discover 3: Sound and Music,1-1,60,100,6000
3/19/2018,,WX,Oxford Read and Imagine 3: The New Sound MP3 Pack,1-1,35.4,1,35.4
3/19/2018,,WX,Oxford Read and Discover 4: Animals At Night MP3 Pack,1-1,34.1,1,34.1
3/19/2018,,WX,Oxford Read and Imagine 4: Swimming With Dolphins,1-1,66,100,6600
3/19/2018,,WX,Oxford Read and Imagine 2: The Big City MP3 Pack,1-1,35.4,1,35.4
3/19/2018,,WX,Oxford Read and Discover 6: Wonderful Ecosystems,1-1,64,50,3200
3/19/2018,,WX,Oxford Read and Discover 3: Amazing Minibeasts MP3 Pack,1-1,34.1,1,34.1
3/19/2018,,WX,Oxford Read and Imagine 2: The Big Storm,1-1,64,300,19200
3/19/2018,,WX,Oxford Read and Discover 4: Animals In Art MP3 Pack,1-1,34.1,1,34.1
3/19/2018,,WX,Oxford Read and Imagine 4: The Flower Thief Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Discover 5: Wild Weather Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Imagine 3: Danger Bugs,1-1,64,100,6400
3/19/2018,,WX,Oxford Read and Imagine 1: The New Glasses,1-1,60,300,18000
3/19/2018,,WX,Oxford Read and Imagine 3: The Game,1-1,64,100,6400
3/19/2018,,WX,Oxford Read and Imagine Starter: Where's My Hat? Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Discover 6: All About Space MP3 Pack,1-1,34.1,1,34.1
3/19/2018,,WX,Oxford Read and Imagine 6: What's So Funny MP3 Pack,1-1,36.2,1,36.2
3/19/2018,,WX,Oxford Read and Imagine 4: Swimming With Dolphins Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Imagine 1: Clunk in Space MP3 Pack,1-1,35.4,1,35.4
3/19/2018,,WX,Oxford Read and Imagine 1: Clunk in Space Activity Book,1-1,15.6,1,15.6
